Date,Investment Category,Type,Stock,Transacted Units,Transacted Price (per unit),Fees,Stock Split Ratio,Previous Units,Cumulative Units,Transacted Value,Previous Cost,Cost of Transaction,Avg Stock Price,Cumulative Cost,Gains/Losses from Sale,Realised Gains/Losses %,,,,,,,
2023-03-23,US Stock IB,Div,VYM,910,$0.72,$195.80,0.0,910,910,$456.85,"$99,824.47",-,-,"$99,824.47",$456.85,,,,,,,,
2023-03-29,US Stock IB,Div,VOO,110,$1.49,$49.08,0.0,110,110,$114.53,"$43,708.40",-,-,"$43,708.40",$114.53,,,,,,,,
2023-04-12,HK Stock PUB,Buy,1884,4000,$0.52,$0.00,0.0,0,4000,"$2,080.00",$0.00,-,-,"$2,080.00",$0.00,,,,,,,,
2023-04-12,HK Stock PUB,Buy,2700,60000,$0.35,$0.00,0.0,0,60000,"$20,700.00",$0.00,-,-,"$20,700.00",$0.00,,,,,,,,
2022-12-30,US Stock IB,Div,QQQ,645,$0.47,$91.38,0.0,645,645,$213.21,"$213,221.89",-,-,"$213,221.89",$213.21,,,,,,,,
2023-05-01,US Stock IB,Div,JPM,300,$1.00,$90.00,0.0,300,300,$210.00,"$39,315.02",-,-,"$39,315.02",$210.00,,,,,,,,
2023-05-11,HK Stock SHK,Buy,1658,20000,$5.16,$406.77,0.0,0,20000,"$103,606.77",$0.00,-,-,"$103,606.77",$0.00,,,,,,,,
2023-05-11,HK Stock SHK,Buy,0941,2000,$67.05,$527.06,0.0,0.0,2000.00,"$134,627.06",$0.00,-,-,"$134,627.06",$0.00,,,,,,,,
2023-05-12,HK Stock SHK,Buy,1658,20000,$5.03,$396.05,0.0,20000.0,40000.00,"$100,996.05","$103,606.77",-,-,"$204,602.82",$0.00,,,,,,,,
2023-05-12,HK Stock SHK,Buy,0941,2000,$66.45,$521.92,0.0,2000.0,4000.00,"$133,421.92","$134,627.06",-,-,"$268,048.98",$0.00,,,,,,,,
2023-05-17,HK Stock SHK,Sell,0941,4000,$65.10,"$1,022.55",0.0,4000.0,0.00,"$259,377.45","$268,048.98","$268,048.98",$67.01,$0.00,"-$8,671.53",,,,,,,,
2023-05-17,HK Stock SHK,Buy,3690,4000,$134.66,"$2,114.93",0.0,7160.0,11160.00,"$540,764.93","$1,295,970.93",-,-,"$1,836,735.86",$0.00,,,,,,,,
2023-05-15,US Stock IB,Div,PG,400,$0.94,$112.88,0.0,400,400,$263.40,"$58,363.36",-,-,"$58,363.36",$263.40,,,,,,,,
2023-05-18,US Stock IB,Div,AAPL,2120,$0.24,$152.64,0.0,2120,2120,$356.16,"$347,581.64",-,-,"$347,581.64",$356.16,,,,,,,,
2023-06-01,US Stock IB,Div,V,450,$0.45,$60.75,0.0,450,450,$141.75,"$98,138.25",-,-,"$98,138.25",$141.75,,,,,,,,
2023-06-09,US Stock IB,Div,PFE,1000,$0.41,$123.00,0.0,1000,1000,$287.00,"$52,640.84",-,-,"$52,640.84",$287.00,,,,,,,,
2023-06-23,US Stock IB,Div,VYM,910,$0.88,$239.34,0.0,910,910,$558.46,"$99,824.47",-,-,"$99,824.47",$558.46,,,,,,,,
2023-06-27,US Stock IB,Div,UNH,200,$1.88,$112.80,0.0,200,200,$263.20,"$102,093.00",-,-,"$102,093.00",$263.20,,,,,,,,
2023-06-05,HK Stock IB,Div,0700,2600,$2.40,$0.00,0.0,2600,2600,"$6,240.00","$984,895.25",-,-,"$984,895.25","$6,240.00",,,,,,,,
2023-06-02,HK Stock SHK,Buy,1658,40000,$5.00,$785.00,0.0,40000,80000,"$200,785.00","$204,602.82",-,-,"$405,387.82",$0.00,,,,,,,,
2023-06-02,HK Stock SHK,Sell,1772,2800,$53.11,$584.38,0.0,2800.0,0.00,"$148,115.62","$316,218.96","$316,218.96",$112.94,$0.00,"-$168,103.34",,,,,,,,
2023-06-02,HK Stock SHK,Sell,2013,10000,$4.01,$161.71,0.0,10000.0,0.00,"$39,938.29","$118,970.43","$118,970.43",$11.90,$0.00,"-$79,032.14",,,,,,,,
2023-06-02,HK Stock SHK,Sell,3690,4000,$118.00,"$1,853.00",0.0,11160.0,7160.00,"$470,147.00","$1,836,735.86","$658,328.27",$164.58,"$1,178,407.59","-$188,181.27",,,,,,,,
2023-06-06,HK Stock SHK,Buy,3690,5000,$120.60,"$2,366.87",0.0,7160.0,12160,"$605,366.87","$1,836,735.86",-,-,"$2,442,102.73",$0.00,,,,,,,,
2023-06-06,HK Stock SHK,Sell,1658,80000,$5.13,"$1,611.31",0.0,80000.0,0.00,"$408,788.69","$405,387.82","$405,387.82",$5.07,$0.00,"$3,400.87",,,,,,,,
2023-06-07,HK Stock SHK,Sell,3690,5000,$125.10,"$2,455.99",0.0,12160.0,7160,"$623,044.01","$2,442,102.73","$1,004,154.08",$200.83,"$1,437,948.65","-$381,110.07",,,,,,,,
2023-06-09,HK Stock SHK,Buy,9988,10000,$83.70,"$3,286.13",0.0,0,10000.0,"$840,286.13",$0.00,-,-,"$840,286.13",$0.00,,,,,,,,
2023-06-13,HK Stock SHK,Buy,3690,7000,$128.00,"$3,516.99",0.0,7160.0,14160,"$899,516.99","$1,437,948.65",-,-,"$2,337,465.64",$0.00,,,,,,,,
2023-06-13,HK Stock SHK,Sell,9988,10000,$85.50,"$3,356.38",0.0,10000.0,0.0,"$851,643.62","$840,286.13","$840,286.13",$84.03,$0.00,"$11,357.49",,,,,,,,
2023-06-15,HK Stock SHK,Buy,0027,2000,$51.65,$407.08,0.0,0,2000,"$103,707.08",$0.00,-,-,"$103,707.08",$0.00,,,,,,,,
2023-06-15,HK Stock SHK,Sell,0968,6000,$9.29,$222.13,0.0,6000.0,0.00,"$55,517.87","$92,642.80","$92,642.80",$15.44,$0.00,"-$37,124.93",,,,,,,,
2023-06-15,HK Stock SHK,Sell,3690,7000,$131.23,"$3,606.32",0.0,14160.0,7160.00,"$914,993.68","$2,337,465.64","$1,155,526.80",$165.08,"$1,181,938.84","-$240,533.12",,,,,,,,
2023-06-16,HK Stock SHK,Buy,3690,7000,$136.60,"$3,754.03",0.0,7160.0,14160,"$959,954.03","$2,337,465.64",-,-,"$3,297,419.67",$0.00,,,,,,,,
2023-06-16,HK Stock SHK,Sell,0027,2000,$52.70,$415.47,0.0,2000.0,0.00,"$104,984.53","$103,707.08","$103,707.08",$51.85,$0.00,"$1,277.45",,,,,,,,
2023-06-27,HK Stock SHK,Sell,3690,3000,$127.10,"$1,496.96",0.0,14160.0,11160.00,"$379,803.04","$3,297,419.67","$698,605.86",$232.87,"$2,598,813.81","-$318,802.82",,,,,,,,
2023-06-28,HK Stock SHK,Sell,3690,4000,$127.50,"$2,001.76",0.0,11160.0,7160.00,"$507,998.24","$2,598,813.81","$931,474.48",$232.87,"$1,667,339.32","-$423,476.24",,,,,,,,
2023-07-05,US Stock IB,Div,VOO,110,$1.58,$52.01,0.0,110,110,$121.37,"$43,708.40",-,-,"$43,708.40",$121.37,,,,,,,,
2023-07-31,US Stock IB,Div,QQQ,645,$0.50,$97.52,0.0,645,645,$227.53,"$213,221.89",-,-,"$213,221.89",$227.53,,,,,,,,
2023-07-31,US Stock IB,Div,JPM,300,$1.00,$90.00,0.0,300,300,$210.00,"$39,315.02",-,-,"$39,315.02",$210.00,,,,,,,,
2023-07-04,HK Stock SHK,Buy,1658,27000,$4.85,$514.78,0.0,0,27000,"$131,464.78",$0.00,-,-,"$131,464.78",$0.00,,,,,,,,
2023-07-04,HK Stock SHK,Div,0968,6000,$0.10,$30.00,0.0,0,0,$570.00,$0.00,-,-,$0.00,$570.00,,,,,,,,
2023-07-05,HK Stock SHK,Buy,3690,3000,$124.60,"$1,467.22",0.0,7160.0,10160,"$375,267.22","$1,667,339.32",-,-,"$2,042,606.54",$0.00,,,,,,,,
2023-07-05,HK Stock SHK,Buy,9988,4000,$82.70,"$1,299.35",0.0,0,4000.0,"$332,099.35",$0.00,-,-,"$332,099.35",$0.00,,,,,,,,
2023-07-10,HK Stock SHK,Sell,9988,4000,$86.60,"$1,360.30",0.0,4000.0,0.0,"$345,039.70","$332,099.35","$332,099.35",$83.02,$0.00,"$12,940.35",,,,,,,,
2023-07-12,HK Stock SHK,Buy,1211,500,$260.40,$511.79,0.0,0,500,"$130,711.79",$0.00,-,-,"$130,711.79",$0.00,,,,,,,,
2023-07-13,HK Stock SHK,Sell,3690,3000,$134.20,"$1,580.82",0.0,10160.0,7160.00,"$401,019.18","$2,042,606.54","$603,131.85",$201.04,"$1,439,474.69","-$202,112.67",,,,,,,,
2023-07-14,HK Stock SHK,Buy,3690,3000,$131.80,"$1,552.93",0.0,7160.0,10160,"$396,952.93","$2,042,606.54",-,-,"$2,439,559.47",$0.00,,,,,,,,
2023-07-18,HK Stock SHK,Buy,9988,2000,$89.60,$703.40,0.0,0,2000.0,"$179,903.40",$0.00,-,-,"$179,903.40",$0.00,,,,,,,,
2023-07-25,HK Stock SHK,Buy,2269,22000,$41.60,"$3,592.40",0.0,1000,23000,"$918,792.40","$87,694.68",-,-,"$1,006,487.08",$0.00,,,,,,,,
2023-07-25,HK Stock SHK,Sell,1211,500,$269.00,$528.11,0.0,500.0,0.00,"$133,971.89","$130,711.79","$130,711.79",$261.42,$0.00,"$3,260.10",,,,,,,,
2023-07-25,HK Stock SHK,Sell,1658,27000,$4.63,$491.13,0.0,27000.0,0.00,"$124,518.87","$131,464.78","$131,464.78",$4.87,$0.00,"-$6,945.91",,,,,,,,
2023-07-25,HK Stock SHK,Sell,3690,3000,$134.40,"$1,583.40",0.0,10160.0,7160.00,"$401,616.60","$2,439,559.47","$720,342.36",$240.11,"$1,719,217.11","-$318,725.76",,,,,,,,
2023-07-25,HK Stock SHK,Sell,9988,2000,$94.10,$739.02,0.0,2000.0,0.0,"$187,460.98","$179,903.40","$179,903.40",$89.95,$0.00,"$7,557.58",,,,,,,,
2023-07-28,HK Stock SHK,Buy,0941,8000,$64.80,"$2,034.81",0.0,0,8000,"$520,434.81",$0.00,-,-,"$520,434.81",$0.00,,,,,,,,
2023-07-28,HK Stock SHK,Sell,2269,23000,$42.83,"$3,866.74",0.0,23000.0,0.00,"$981,183.26","$1,006,487.08","$1,006,487.08",$43.76,$0.00,"-$25,303.82",,,,,,,,
2023-07-31,HK Stock SHK,Buy,9988,4000,$97.90,"$1,537.95",0.0,0,4000.0,"$393,137.95",$0.00,-,-,"$393,137.95",$0.00,,,,,,,,
2023-08-02,HK Stock SHK,Buy,9988,1000,$95.10,$374.88,0.0,4000.0,5000.0,"$95,474.88",$0.00,-,-,"$95,474.88",$0.00,,,,,,,,
2023-08-07,HK Stock SHK,Buy,9988,2500,$95.20,$934.76,0.0,5000.0,7500.0,"$238,934.76","$393,137.95",-,-,"$632,072.71",$0.00,,,,,,,,
2023-08-07,HK Stock SHK,Sell,0941,4000,$65.30,"$1,025.65",0.0,8000.0,4000.00,"$260,174.35","$520,434.81","$260,217.41",$65.05,"$260,217.41",-$43.05,,,,,,,,
2023-08-10,HK Stock SHK,Div,1658,27000.0,$0.25,$87.99,0.0,0.0,0.00,"$6,709.28",$0.00,-,-,$0.00,"$6,709.28",,,,,,,,
2023-08-11,HK Stock SHK,Buy,1211,500,$256.60,$503.83,0.0,0.0,500.00,"$128,803.83",$0.00,-,-,"$128,803.83",$0.00,,,,,,,,
2023-08-11,HK Stock SHK,Buy,3690,1000,$137.60,$540.20,0.0,7160.0,8160.00,"$138,140.20","$1,719,217.11",-,-,"$1,857,357.31",$0.00,,,,,,,,
2023-08-11,HK Stock SHK,Sell,0941,4000,$66.10,"$1,038.06",0.0,4000.0,0.00,"$263,361.94","$260,217.41","$260,217.41",$65.05,$0.00,"$3,144.54",,,,,,,,
2023-08-15,US Stock IB,Div,PG,400,$0.94,$112.88,0.0,400,400,$263.40,"$58,363.36",-,-,"$58,363.36",$263.40,,,,,,,,
2023-08-17,US Stock IB,Div,AAPL,2120,$0.24,$152.64,0.0,2120,2120,$356.16,"$347,581.64",-,-,"$347,581.64",$356.16,,,,,,,,
2023-08-01,HK Stock Citi SG,Div,0823,3688,$1.19,$0.00,0.0,3688,3688,"$4,381.34","$237,196.37",-,-,"$237,196.37","$4,381.34",,,,,,,,
2023-09-01,US Stock IB,Div,V,450,$0.45,$60.75,0.0,450,450,$141.75,"$98,138.25",-,-,"$98,138.25",$141.75,,,,,,,,
2023-09-05,US Stock IB,Div,PFE,1000,$0.41,$123.00,0.0,1000,1000,$287.00,"$52,640.84",-,-,"$52,640.84",$287.00,,,,,,,,
2023-09-19,US Stock IB,Div,UNH,200,$1.88,$112.80,0.0,200,200,$263.20,"$102,093.00",-,-,"$102,093.00",$263.20,,,,,,,,
2023-09-21,US Stock IB,Div,VYM,910,$0.78,$214.19,0.0,910,910,$499.80,"$99,824.47",-,-,"$99,824.47",$499.80,,,,,,,,
2023-09-12,HK Stock IB,Div,0388,8900,$4.50,$0.00,0.0,9300.0,9300.00,"$40,050.00","$3,272,522.92",-,-,"$3,272,522.92","$40,050.00",,,,,,,,
2023-09-12,HK Stock Citi SG,Div,0388,400,$4.50,$0.00,0.0,9300,9300,"$1,800.00","$3,272,522.92",-,-,"$3,272,522.92","$1,800.00",,,,,,,,
2023-09-27,HK Stock SHK,Buy,0728,40000,$3.89,$611.44,0.0,0.0,40000.00,"$156,211.44",$0.00,-,-,"$156,211.44",$0.00,,,,,,,,
2023-09-27,HK Stock SHK,Sell,9988,3500,$84.90,"$1,167.05",0.0,7500.0,4000.0,"$295,982.95","$632,072.71","$294,967.26",$84.28,"$337,105.45","$1,015.69",,,,,,,,
2023-10-03,US Stock IB,Div,VOO,110,$1.49,$49.25,0.0,110.0,110.00,$114.93,"$43,708.40",-,-,"$43,708.40",$114.93,,,,,,,,
2023-10-09,HK Stock SHK,Buy,3690,2000,$108.40,$851.10,0.0,8160.0,10160.00,"$217,651.10","$1,857,357.31",-,-,"$2,075,008.41",$0.00,,,,,,,,
2023-10-09,HK Stock SHK,Sell,0728,40000,$3.96,$621.81,0.0,40000.0,0.00,"$157,778.19","$156,211.44","$156,211.44",$3.91,$0.00,"$1,566.75",,,,,,,,
2023-10-10,HK Stock SHK,Buy,0728,50000,$3.88,$762.25,0.0,0.0,50000.00,"$194,762.25",$0.00,-,-,"$194,762.25",$0.00,,,,,,,,
2023-10-10,HK Stock SHK,Sell,3690,2000,$113.50,$891.88,0.0,10160.0,8160.00,"$226,108.12","$2,075,008.41","$408,466.22",$204.23,"$1,666,542.19","-$182,358.10",,,,,,,,
2023-10-20,HK Stock SHK,Buy,3933,8000,$7.98,$253.03,0.0,0.0,8000.00,"$64,093.03",$0.00,-,-,"$64,093.03",$0.00,,,,,,,,
2023-10-30,HK Stock SHK,Sell,3933,8000,$8.33,$264.27,0.0,8000.0,0.00,"$66,375.73","$64,093.03","$64,093.03",$8.01,$0.00,"$2,282.70",,,,,,,,
2023-10-31,HK Stock SHK,Buy,1211,500,$241.80,$475.57,0.0,500.0,1000.00,"$121,375.57","$128,803.83",-,-,"$250,179.40",$0.00,,,,,,,,
2023-10-31,US Stock IB,Div,QQQ,645,$0.54,$103.63,0.0,645,645,$241.80,"$213,221.89",-,-,"$213,221.89",$241.80,,,,,,,,
2023-10-31,US Stock IB,Div,JPM,300,$1.05,$94.50,0.0,300,300,$220.50,"$39,315.02",-,-,"$39,315.02",$220.50,,,,,,,,
2023-11-03,US Stock IB,Buy,AAPL,574,174.51,$2.87,0.0,2120,2694,"$100,171.61","$347,581.64",-,-,"$447,753.25",$0.00,,,,,,,,
2023-11-03,US Stock IB,Buy,BRk.B,286,$350.00,$1.43,0.0,1095,1381,"$100,101.43","$369,727.75",-,-,"$469,829.18",$0.00,,,,,,,,
2023-11-10,US Stock IB,Buy,MA,257,$389.00,$1.28,0.0,0,257,"$99,974.28",$0.00,-,-,"$99,974.28",$0.00,,,,,,,,
2023-11-13,US Stock IB,Buy,TSLA,467,$213.28,$2.34,0.0,1500,1967,"$99,605.10","$441,741.48",-,-,"$541,346.58",$0.00,,,,,,,,
2023-11-15,HK Stock IB,Buy,0388,1000,$291.02,$0.00,0.0,9300.0,10300.00,"$291,020.60","$3,272,522.92",-,-,"$3,563,543.52",$0.00,,,,,,,,
2023-11-16,HK Stock IB,Buy,0388,2400,$291.22,$0.00,0.0,10300.0,12700.00,"$698,926.82","$3,563,543.52",-,-,"$4,262,470.34",$0.00,,,,,,,,
2023-11-16,US Stock IB,Div,PG,400,$0.94,$112.88,0.0,400,400,$263.40,"$58,363.36",-,-,"$58,363.36",$263.40,,,,,,,,
2023-11-16,US Stock IB,Div,AAPL,2694,$0.24,$193.97,0.0,2694,2694,$452.59,"$447,753.25",-,-,"$447,753.25",$452.59,,,,,,,,
2023-11-23,HK Stock IB,Sell,0665,100000,$1.48,$270.62,0.0,990000.0,890000.00,"$147,729.38","$1,366,887.23","$138,069.42",$1.38,"$1,228,817.81","$9,659.96",,,,,,,,
2023-11-23,HK Stock IB,Sell,0665,824000,$1.48,"$2,230.38",0.0,890000.0,66000.00,"$1,217,289.62","$1,228,817.81","$1,137,692.00",$1.38,"$91,125.82","$79,597.62",,,,,,,,
2023-11-24,HK Stock IB,Sell,0665,66000,$1.48,$178.92,0.0,66000.0,0.00,"$97,501.08","$91,125.82","$91,125.82",$1.38,$0.00,"$6,375.26",,,,,,,,
2023-12-01,US Stock IB,Div,V,450,$0.52,$70.20,0.0,450,450,$163.80,"$98,138.25",-,-,"$98,138.25",$163.80,,,,,,,,
2023-12-04,US Stock IB,Div,PFE,1000,$0.41,$123.00,0.0,1000,1000,$287.00,"$52,640.84",-,-,"$52,640.84",$287.00,,,,,,,,
2023-12-05,US Stock IB,Sell,AMZN,700.0,$143.75,$4.40,0.0,700.0,0.00,"$100,620.60","$98,881.20","$98,881.20",$141.26,$0.00,"$1,739.40",,,,,,,,
2023-12-06,HK Stock Other,Sell,2369,13750000.0,$0.28,$0.00,0.0,13750000.0,0.00,"$3,850,000.00","$3,850,000.00","$3,850,000.00",$0.28,$0.00,$0.00,,,,,,,,
2023-12-12,US Stock IB,Div,UNH,200.0,$1.88,$112.80,0.0,200.0,200.00,$263.20,"$102,093.00",-,-,"$102,093.00",$263.20,,,,,,,,
2023-12-21,US Stock IB,Div,VYM,910.0,$1.10,$300.17,0.0,910.0,910.00,$700.38,"$99,824.47",-,-,"$99,824.47",$700.38,,,,,,,,
2023-12-26,US Stock IB,Div,VOO,110.0,$1.80,$59.44,0.0,110.0,110.00,$138.68,"$43,708.40",-,-,"$43,708.40",$138.68,,,,,,,,
2023-12-29,HK Stock Citi SG,Div,0823,3688,$1.30,$0.00,0.0,3688,3688,"$4,797.35","$237,196.37",-,-,"$237,196.37","$4,797.35",,,,,,,,
2024-01-02,US Stock IB,Div,QQQ,645,$0.81,$156.40,0.0,645,645,$364.93,"$213,221.89",-,-,"$213,221.89",$364.93,,,,,,,,
2024-01-11,US Stock SHK,Div,9988,4000,$0.13,$3.84,0.0,4000.0,4000.0,$496.16,"$337,105.45",-,-,"$337,105.45",$496.16,,,,,,,,
2024-01-16,US Stock IB,Div,QQQ,645,$0.22,$41.77,0.0,645,645,$97.45,"$213,221.89",-,-,"$213,221.89",$97.45,,,,,,,,
2024-01-16,US Stock IB,Buy,PFE,700,$28.53,$3.50,0.0,1000.0,1700.00,"$19,974.50","$52,640.84",-,-,"$72,615.34",$0.00,,,,,,,,
2024-02-06,HK Stock IB,Buy,0388,2000,$243.40,$891.32,0.0,12700.0,14700.00,"$487,691.32","$4,262,470.34",-,-,"$4,750,161.66",$0.00,,,,,,,,
2024-02-01,US Stock IB,Div,JPM,300,$1.05,$94.50,0.0,300,300,$220.50,"$39,315.02",-,-,"$39,315.02",$220.50,,,,,,,,
2024-02-06,US Stock IB,Buy,TSLA,160,$184.50,$0.28,0.0,1967,2127,"$29,520.28","$541,346.58",-,-,"$570,866.86",$0.00,,,,,,,,
2024-02-09,US Stock IB,Div,MA,257,$0.66,$50.89,0.0,257,257,$118.73,"$99,974.28",-,-,"$99,974.28",$118.73,,,,,,,,
2024-02-15,US Stock IB,Div,PG,400,$0.94,$112.88,0.0,400,400,$263.40,"$58,363.36",-,-,"$58,363.36",$263.40,,,,,,,,
2024-02-15,US Stock IB,Div,AAPL,2694,$0.24,$193.97,0.0,2694,2694,$452.59,"$447,753.25",-,-,"$447,753.25",$452.59,,,,,,,,
2024-03-06,HK Stock IB,Buy,3690,2200,$89.50,$360.13,0.0,8160.0,10360.00,"$197,260.13","$1,666,542.19",-,-,"$1,863,802.32",$0.00,,,,,,,,
2024-03-08,US Stock IB,Buy,AAPL,578,$172.43,$2.89,0.0,2694.0,3272.00,"$99,666.27","$447,753.25",-,-,"$547,419.53",$0.00,,,,,,,,
2024-03-01,US Stock IB,Div,V,450,$0.52,$70.20,0.0,450,450,$163.80,"$98,138.25",-,-,"$98,138.25",$163.80,,,,,,,,
2024-03-01,US Stock IB,Div,PFE,1700,$0.42,$214.20,0.0,1700,1700,$499.80,"$72,615.34",-,-,"$72,615.34",$499.80,,,,,,,,
2024-03-19,US Stock IB,Div,UNH,200.0,$1.88,$112.80,0.0,200.0,200.00,$263.20,"$102,093.00",-,-,"$102,093.00",$263.20,,,,,,,,
2024-03-20,US Stock IB,Div,VYM,910.0,$0.66,$178.95,0.0,910.0,910.00,$417.56,"$99,824.47",-,-,"$99,824.47",$417.56,,,,,,,,
2024-03-27,US Stock IB,Div,VOO,110.0,$1.54,$50.92,0.0,110.0,110.00,$118.80,"$43,708.40",-,-,"$43,708.40",$118.80,,,,,,,,
2024-03-27,HK Stock IB,Div,0388,14300,$3.91,$0.00,0.0,14700.0,14700.00,"$55,913.00","$4,750,161.66",-,-,"$4,750,161.66","$55,913.00",,,,,,,,
2024-03-27,HK Stock Citi SG,Div,0388,400,$3.91,$0.00,0.0,14700.0,14700.00,"$1,564.00","$4,750,161.66",-,-,"$4,750,161.66","$1,564.00",,,,,,,,
2024-04-30,US Stock IB,Div,JPM,300,$1.15,$103.50,0.0,300,300,$241.50,"$39,315.02",-,-,"$39,315.02",$241.50,,,,,,,,
2024-04-30,US Stock IB,Div,QQQ,645,$0.57,$110.95,0.0,645,645,$258.93,"$213,221.89",-,-,"$213,221.89",$258.93,,,,,,,,
2024-05-09,US Stock IB,Div,MA,257,$0.66,$50.89,0.0,257,257,$118.73,"$99,974.28",-,-,"$99,974.28",$118.73,,,,,,,,
2024-05-15,US Stock IB,Div,PG,400,$1.01,$120.78,0.0,400,400,$281.82,"$58,363.36",-,-,"$58,363.36",$281.82,,,,,,,,
2024-05-16,US Stock IB,Div,AAPL,3272,$0.25,$245.40,0.0,3272,3272,$572.60,"$547,419.53",-,-,"$547,419.53",$572.60,,,,,,,,
2024-05-31,HK Stock IB,Div,0700,2600,$3.40,$0.00,0.0,2600.0,2600.00,"$8,840.00","$984,895.25",-,-,"$984,895.25","$8,840.00",,,,,,,,
2024-06-03,US Stock IB,Div,V,450,$0.52,$70.20,0.0,450,450,$163.80,"$98,138.25",-,-,"$98,138.25",$163.80,,,,,,,,
2024-06-14,US Stock IB,Div,PFE,1700,$0.42,$214.20,0.0,1700,1700,$499.80,"$72,615.34",-,-,"$72,615.34",$499.80,,,,,,,,
2024-06-17,US Stock IB,Div,GOOGL,700.0,$0.20,$42.00,0.0,700.0,700.00,$98.00,"$98,144.15",-,-,"$98,144.15",$98.00,,,,,,,,
2024-06-25,US Stock IB,Div,UNH,200.0,$2.10,$126.00,0.0,200.0,200.00,$294.00,"$102,093.00",-,-,"$102,093.00",$294.00,,,,,,,,
2024-06-25,US Stock IB,Div,VYM,910.0,$1.02,$279.47,0.0,910.0,910.00,$652.10,"$99,824.47",-,-,"$99,824.47",$652.10,,,,,,,,
2024-07-24,HK Stock PUB,Sell,1884,4000,$0.113,$0.00,0.0,4000.0,0.00,$452.00,"$2,080.00","$2,080.00",$0.52,$0.00,"-$1,628.00",,,,,,,,
2024-07-26,HK Stock SHK,Div,0728,50000,$0.09,$80.00,0.0,50000.0,50000.00,"$4,366.60","$194,762.25",-,-,"$194,762.25","$4,366.60",,,,,,,,
2024-07-29,HK Stock SHK,Div,1211,1000,$3.07,$34.00,0.0,1000.0,1000.00,"$3,031.48","$250,179.40",-,-,"$250,179.40","$3,031.48",,,,,,,,
2024-07-03,US Stock SHK,Div,9988,4000,$0.21,$4.15,0.0,4000.0,4000.0,$825.85,"$337,105.45",-,-,"$337,105.45",$825.85,,,,,,,,
2024-07-02,US Stock IB,Div,VOO,110.0,$1.78,$58.86,0.0,110.0,110.00,$137.33,"$43,708.40",-,-,"$43,708.40",$137.33,,,,,,,,
2024-07-31,US Stock IB,Div,JPM,300,$1.15,$103.50,0.0,300,300,$241.50,"$39,315.02",-,-,"$39,315.02",$241.50,,,,,,,,
2024-07-31,US Stock IB,Div,QQQ,645,$0.76,$147.34,0.0,645,645,$343.83,"$213,221.89",-,-,"$213,221.89",$343.83,,,,,,,,
2024-08-27,HK Stock SHK,Buy,0388,2100,$235.20,"$1,790.55",0.0,14700.0,16800.00,"$495,710.55","$4,750,161.66",-,-,"$5,245,872.21",$0.00,,,,,,,,
2024-08-13,HK Stock Citi SG,Div,0823,3688,$1.33,$0.00,0.0,3688.0,3688.00,"$4,889.18","$237,196.37",-,-,"$237,196.37","$4,889.18",,,,,,,,
2024-08-05,US Stock IB,Div,MA,257,$0.66,$50.89,0.0,257,257,$118.73,"$99,974.28",-,-,"$99,974.28",$118.73,,,,,,,,
2024-08-15,US Stock IB,Div,PG,400,$1.01,$120.78,0.0,400,400,$281.82,"$58,363.36",-,-,"$58,363.36",$281.82,,,,,,,,
2024-08-15,US Stock IB,Div,AAPL,3272,$0.25,$245.40,0.0,3272,3272,$572.60,"$547,419.53",-,-,"$547,419.53",$572.60,,,,,,,,
2024-09-03,US Stock IB,Div,V,450,$0.52,$70.20,0.0,450,450,$163.80,"$98,138.25",-,-,"$98,138.25",$163.80,,,,,,,,
2024-09-03,US Stock IB,Div,PFE,1700,$0.42,$214.20,0.0,1700,1700,$499.80,"$72,615.34",-,-,"$72,615.34",$499.80,,,,,,,,
2024-09-16,US Stock IB,Div,GOOGL,700.0,$0.20,$42.00,0.0,700.0,700.00,$98.00,"$98,144.15",-,-,"$98,144.15",$98.00,,,,,,,,
2024-09-17,HK Stock Citi SG,Div,0388,400,$4.36,$0.00,0.0,16800.0,16800.00,"$1,744.00","$5,245,872.21",-,-,"$5,245,872.21","$1,744.00",,,,,,,,
2024-09-17,HK Stock SHK,Div,0388,2100,$4.36,$87.78,0.0,16800.0,16800.00,"$9,068.22","$5,245,872.21",-,-,"$5,245,872.21","$9,068.22",,,,,,,,
2024-09-17,HK Stock IB,Div,0388,14300,$4.36,$0.00,0.0,16800.0,16800.00,"$62,348.00","$5,245,872.21",-,-,"$5,245,872.21","$62,348.00",,,,,,,,
2024-09-24,US Stock IB,Div,UNH,200.0,$2.10,$126.00,0.0,200.0,200.00,$294.00,"$102,093.00",-,-,"$102,093.00",$294.00,,,,,,,,
2024-09-24,US Stock IB,Div,VYM,910.0,$0.85,$232.35,0.0,910.0,910.00,$542.15,"$99,824.47",-,-,"$99,824.47",$542.15,,,,,,,,
2024-10-18,HK Stock SHK,Div,0728,50000,$0.16,$41.02,0.0,50000.0,50000.00,"$8,161.98","$194,762.25",-,-,"$194,762.25","$8,161.98",,,,,,,,
2024-10-01,US Stock IB,Div,VOO,110.0,$1.64,$54.08,0.0,110.0,110.00,$126.17,"$43,708.40",-,-,"$43,708.40",$126.17,,,,,,,,
2024-04-30,US Stock IB,Div,JPM,300,$1.25,$112.50,0.0,300,300,$262.50,"$39,315.02",-,-,"$39,315.02",$262.50,,,,,,,,
2024-10-31,US Stock IB,Div,QQQ,645,$0.68,$130.97,0.0,645,645,$305.60,"$213,221.89",-,-,"$213,221.89",$305.60,,,,,,,,
